"game_date","game_pk","venue_name","venue_id","temperature","other_weather","wind","attendance","start_time","elapsed_time","game_id","game_type","home_sport_code","official_scorer","date","status_ind","home_league_id","gameday_sw"
"2022-05-19",663193,"Wrigley Field",17,"76","Partly Cloudy","14 mph, Out To LF","32,631","6:41 PM","3:10","2022/05/19/arimlb-chnmlb-1","R","mlb","Randy Liss","Att","F",104,"P"
"2022-05-19",662778,"Minute Maid Park",2392,"73","Roof Closed","0 mph, None","34,593","7:11 PM","3:10","2022/05/19/texmlb-houmlb-1","R","mlb","Rick Blount","Att","F",103,"P"
"2022-05-20",663143,"Wrigley Field",17,"85","Partly Cloudy","25 mph, Out To CF","31,235","1:20 PM","3:06","2022/05/20/arimlb-chnmlb-1","R","mlb","Bill Seiple","Att","F",104,"P"
"2022-05-20",662506,"PNC Park",31,"83","Partly Cloudy","11 mph, Out To CF","14,034","6:36 PM","3:38","2022/05/20/slnmlb-pitmlb-1","R","mlb","Dave Musil Jr.","Att","F",104,"P"
"2022-05-20",661339,"loanDepot park",4169,"72","Roof Closed","0 mph, None","9,776","6:42 PM","3:32","2022/05/20/atlmlb-miamlb-1","R","mlb","Ron Jernick","Att","F",104,"P"
"2022-05-20",661348,"Oriole Park at Camden Yards",2,"85","Partly Cloudy","6 mph, Varies","15,127","7:06 PM","4:22","2022/05/20/tbamlb-balmlb-1","R","mlb","Mark Jacobson","Att","F",103,"P"
"2022-05-20",661632,"Citizens Bank Park",2681,"75","Partly Cloudy","4 mph, In From RF","30,025","7:07 PM","3:44","2022/05/20/lanmlb-phimlb-1","R","mlb","Mike Maconi","Att","F",104,"P"
"2022-05-20",661766,"Rogers Centre",14,"69","Cloudy","12 mph, Out To CF","29,300","7:08 PM","2:42","2022/05/20/cinmlb-tormlb-1","R","mlb","Herb Morell","Att","F",103,"P"
"2022-05-20",663135,"Progressive Field",5,"84","Cloudy","23 mph, Out To CF","23,874","7:11 PM","2:38","2022/05/20/detmlb-clemlb-1","R","mlb","Bob Maver","Att","F",103,"P"
"2022-05-20",663268,"Fenway Park",3,"61","Partly Cloudy","3 mph, Varies","30,842","7:12 PM","2:54","2022/05/20/seamlb-bosmlb-1","R","mlb","Bob Ellis","Att","F",103,"P"
"2022-05-20",662764,"Minute Maid Park",2392,"73","Roof Closed","0 mph, None","35,294","7:10 PM","2:57","2022/05/20/texmlb-houmlb-1","R","mlb","Dave Fanucchi","Att","F",103,"P"
"2022-05-20",662714,"Kauffman Stadium",7,"67","Overcast","13 mph, L To R","25,337","7:10 PM","3:22","2022/05/20/minmlb-kcamlb-1","R","mlb","Randy Oliver","Att","F",103,"P"
"2022-05-20",661195,"American Family Field",32,"71","Roof Closed","0 mph, None","29,609","7:11 PM","2:46","2022/05/20/wasmlb-milmlb-1","R","mlb","Dan Quesnell","Att","F",104,"P"
"2022-05-20",663449,"Angel Stadium",1,"65","Overcast","8 mph, R To L","32,422","6:40 PM","3:24","2022/05/20/oakmlb-anamlb-1","R","mlb","Chris Johnson","Att","F",103,"P"
"2022-05-20",662078,"Oracle Park",2395,"63","Clear","16 mph, Out To CF","31,359","7:16 PM","3:23","2022/05/20/sdnmlb-sfnmlb-1","R","mlb","Michael Duca","Att","F",104,"P"
"2022-05-22",661290,"Yankee Stadium",3313,"86","Partly Cloudy","8 mph, R To L","36,167","7:10 PM","2:51","2022/05/22/chamlb-nyamlb-2","R","mlb","Jordan Sprechman","Att","F",103,"P"
"2022-05-21",663002,"Coors Field",19,"45","Partly Cloudy","7 mph, Out To CF","20,737","1:13 PM","2:55","2022/05/21/nynmlb-colmlb-1","R","mlb","Dave Einspahr","Att","F",104,"P"
"2022-05-21",661289,"Yankee Stadium",3313,"85","Sunny","5 mph, Varies","44,001","1:09 PM","3:40","2022/05/21/chamlb-nyamlb-1","R","mlb","Jordan Sprechman","Att","F",103,"P"
"2022-05-21",663194,"Wrigley Field",17,"60","Overcast","8 mph, In From RF","32,269","2:55 PM","3:42 (1:35 delay)","2022/05/21/arimlb-chnmlb-1","R","mlb","Randy Liss","Att","F",104,"P"
"2022-05-21",661793,"Rogers Centre",14,"68","Roof Closed","0 mph, None","39,393","3:09 PM","2:19","2022/05/21/cinmlb-tormlb-1","R","mlb","Roger Lajoie","Att","F",103,"P"
"2022-05-21",663002,"Coors Field",19,"45","Partly Cloudy","7 mph, Out To CF","20,737","1:13 PM","2:55","2022/05/21/nynmlb-colmlb-1","R","mlb","Dave Einspahr","Att","F",104,"P"
"2022-05-21",663001,"Coors Field",19,"48","Partly Cloudy","6 mph, Out To LF","25,783","6:40 PM","2:58","2022/05/21/nynmlb-colmlb-2","R","mlb","Dave Einspahr","Att","F",104,"P"
"2022-05-21",662077,"Oracle Park",2395,"68","Sunny","14 mph, Out To CF","38,916","1:06 PM","3:05","2022/05/21/sdnmlb-sfnmlb-1","R","mlb","Michael Duca","Att","F",104,"P"
"2022-05-21",663234,"Fenway Park",3,"85","Sunny","8 mph, R To L","34,832","4:10 PM","2:59","2022/05/21/seamlb-bosmlb-1","R","mlb","Chaz Scoggins","Att","F",103,"P"
"2022-05-21",661631,"Citizens Bank Park",2681,"93","Partly Cloudy","10 mph, Out To CF","32,068","6:09 PM","3:57","2022/05/21/lanmlb-phimlb-1","R","mlb","Dick Shute","Att","F",104,"P"
"2022-05-21",661399,"loanDepot park",4169,"72","Dome","0 mph, None","13,264","6:13 PM","3:28","2022/05/21/atlmlb-miamlb-1","R","mlb","Charlie McCarthy","Att","F",104,"P"
"2022-05-21",662478,"PNC Park",31,"88","Partly Cloudy","11 mph, Out To LF","24,644","6:36 PM","3:19","2022/05/21/slnmlb-pitmlb-1","R","mlb","Bob Webb","Att","F",104,"P"
"2022-05-21",661291,"Oriole Park at Camden Yards",2,"87","Clear","5 mph, Out To LF","17,573","7:06 PM","2:53","2022/05/21/tbamlb-balmlb-1","R","mlb","Benjamin Trittipoe","Att","F",103,"P"
"2022-05-21",662763,"Minute Maid Park",2392,"73","Roof Closed","0 mph, None","37,187","6:10 PM","2:52","2022/05/21/texmlb-houmlb-1","R","mlb","Rick Blount","Att","F",103,"P"
"2022-05-21",662713,"Kauffman Stadium",7,"62","Partly Cloudy","12 mph, L To R","17,893","6:10 PM","2:54","2022/05/21/minmlb-kcamlb-1","R","mlb","Randy Oliver","Att","F",103,"P"
"2022-05-21",661280,"American Family Field",32,"71","Roof Closed","0 mph, None","34,837","6:11 PM","3:13","2022/05/21/wasmlb-milmlb-1","R","mlb","Drew Olson","Att","F",104,"P"
"2022-05-21",663448,"Angel Stadium",1,"66","Partly Cloudy","12 mph, Out To CF","39,045","6:09 PM","3:12","2022/05/21/oakmlb-anamlb-1","R","mlb","Ed Munson","Att","F",103,"P"
"2022-07-14",663123,"Progressive Field",5,"75","Clear","6 mph, In From CF","14,327","7:10 PM","2:37","2022/07/14/detmlb-clemlb-1","R","mlb","Bob Maver","Att","F",103,"P"
"2022-05-22",662479,"PNC Park",31,"78","Partly Cloudy","11 mph, Out To LF","13,510","11:38 AM","3:19 (:08 delay)","2022/05/22/slnmlb-pitmlb-1","R","mlb","Dave Musil Jr.","Att","F",104,"P"
"2022-05-22",663277,"Fenway Park",3,"66","Partly Cloudy","10 mph, Out To CF","33,896","1:35 PM","3:18","2022/05/22/seamlb-bosmlb-1","R","mlb","Chaz Scoggins","Att","F",103,"P"
"2022-05-22",661279,"Oriole Park at Camden Yards",2,"87","Partly Cloudy","9 mph, Out To CF","23,778","1:37 PM","4:31 (:51 delay)","2022/05/22/tbamlb-balmlb-1","R","mlb","Benjamin Trittipoe","Att","F",103,"P"
"2022-05-22",661611,"Citizens Bank Park",2681,"88","Partly Cloudy","3 mph, Out To RF","34,021","1:37 PM","3:29","2022/05/22/lanmlb-phimlb-1","R","mlb","Mark Gola","Att","F",104,"P"
"2022-05-22",661763,"Rogers Centre",14,"54","Cloudy","16 mph, In From CF","42,323","1:39 PM","3:17","2022/05/22/cinmlb-tormlb-1","R","mlb","Herb Morell","Att","F",103,"P"
"2022-05-22",663120,"Progressive Field",5,"54","Overcast","9 mph, In From CF","15,554","2:00 PM","2:46 (:20 delay)","2022/05/22/detmlb-clemlb-1","R","mlb","Chad Broski","Att","F",103,"P"
"2022-05-22",661398,"loanDepot park",4169,"72","Roof Closed","0 mph, None","17,908","1:43 PM","2:42","2022/05/22/atlmlb-miamlb-1","R","mlb","Charlie McCarthy","Att","F",104,"P"
"2022-05-22",662857,"Minute Maid Park",2392,"73","Roof Closed","0 mph, None","38,745","1:11 PM","3:10","2022/05/22/texmlb-houmlb-1","R","mlb","Dave Fanucchi","Att","F",103,"P"
"2022-05-22",662712,"Kauffman Stadium",7,"63","Sunny","9 mph, L To R","15,482","1:10 PM","3:37","2022/05/22/minmlb-kcamlb-1","R","mlb","Randy Oliver","Att","F",103,"P"
"2022-05-22",661248,"American Family Field",32,"61","Partly Cloudy","13 mph, In From CF","39,822","1:11 PM","3:03","2022/05/22/wasmlb-milmlb-1","R","mlb","Tim O'Driscoll","Att","F",104,"P"
"2022-05-22",663150,"Wrigley Field",17,"61","Sunny","10 mph, R To L","32,606","1:21 PM","2:43","2022/05/22/arimlb-chnmlb-1","R","mlb","John Jackson","Att","F",104,"P"
"2022-05-22",661288,"Yankee Stadium",3313,"90","Sunny","9 mph, Out To LF",NA,"3:09 PM","3:09","2022/05/22/chamlb-nyamlb-1","R","mlb","Jordan Sprechman","Batters faced","F",103,"P"
"2022-05-22",661290,"Yankee Stadium",3313,"86","Partly Cloudy","8 mph, R To L","36,167","7:10 PM","2:51","2022/05/22/chamlb-nyamlb-2","R","mlb","Jordan Sprechman","Att","F",103,"P"
"2022-05-22",662982,"Coors Field",19,"57","Partly Cloudy","8 mph, Out To LF","35,248","1:09 PM","2:34","2022/05/22/nynmlb-colmlb-1","R","mlb","Dave Einspahr","Att","F",104,"P"
"2022-05-22",662076,"Oracle Park",2395,"67","Partly Cloudy","9 mph, Out To CF","35,363","1:06 PM","2:57","2022/05/22/sdnmlb-sfnmlb-1","R","mlb","Alexandra Irving","Att","F",104,"P"
"2022-05-22",663447,"Angel Stadium",1,"73","Partly Cloudy","9 mph, Out To CF","40,042","1:09 PM","2:49","2022/05/22/oakmlb-anamlb-1","R","mlb","Ed Munson","Att","F",103,"P"
"2022-05-23",662455,"PNC Park",31,"65","Cloudy","6 mph, In From LF","8,376","6:36 PM","3:05","2022/05/23/colmlb-pitmlb-1","R","mlb","Evan Pattak","Att","F",104,"P"
"2022-05-23",663073,"Great American Ball Park",2602,"65","Overcast","8 mph, Varies","12,029","6:41 PM","3:16","2022/05/23/chnmlb-cinmlb-1","R","mlb","Bob Sherlock","Att","F",104,"P"
"2022-05-23",662524,"Nationals Park",3309,"70","Cloudy","5 mph, L To R","22,423","7:06 PM","2:52","2022/05/23/lanmlb-wasmlb-1","R","mlb","Benjamin Trittipoe","Att","F",104,"P"
"2022-05-23",661287,"Yankee Stadium",3313,"71","Partly Cloudy","5 mph, L To R","32,187","7:08 PM","2:50","2022/05/23/balmlb-nyamlb-1","R","mlb","Billy Altman","Att","F",103,"P"
"2022-05-23",661544,"Truist Park",4705,"71","Overcast","9 mph, R To L","41,762","7:21 PM","3:37","2022/05/23/phimlb-atlmlb-1","R","mlb","Mike Stamus","Att","F",104,"P"
"2022-05-23",661730,"Target Field",3312,"65","Overcast","8 mph, R To L","16,361","6:41 PM","2:55","2022/05/23/detmlb-minmlb-1","R","mlb","Sarah Johnson","Att","F",103,"P"
"2022-05-23",661999,"Busch Stadium",2889,"68","Cloudy","7 mph, In From RF","36,033","6:45 PM","3:21","2022/05/23/tormlb-slnmlb-1","R","mlb","Mike Smith","Att","F",104,"P"
"2022-05-23",662858,"Minute Maid Park",2392,"73","Roof Closed","0 mph, None","28,284","7:12 PM","3:02","2022/05/23/clemlb-houmlb-1","R","mlb","Rick Blount","Att","F",103,"P"
"2022-05-23",663340,"Chase Field",15,"94","Clear","16 mph, L To R","14,629","6:40 PM","3:36","2022/05/23/kcamlb-arimlb-1","R","mlb","Gary Rausch","Att","F",104,"P"
"2022-05-23",662135,"T-Mobile Park",680,"63","Cloudy","2 mph, In From LF","14,415","6:40 PM","3:24","2022/05/23/oakmlb-seamlb-1","R","mlb","Eric Radovich","Att","F",103,"P"
"2022-05-23",662257,"Petco Park",2680,"63","Overcast","8 mph, L To R","31,504","6:41 PM","3:54","2022/05/23/milmlb-sdnmlb-1","R","mlb","John Maffei","Att","F",104,"P"
"2022-05-23",662075,"Oracle Park",2395,"61","Clear","19 mph, Out To CF","25,690","6:46 PM","2:51","2022/05/23/nynmlb-sfnmlb-1","R","mlb","Jim Young","Att","F",104,"P"
"2022-05-24",662454,"PNC Park",31,"66","Cloudy","6 mph, Out To CF","9,009","6:36 PM","3:21","2022/05/24/colmlb-pitmlb-1","R","mlb","Rick Soos","Att","F",104,"P"
"2022-05-24",663103,"Great American Ball Park",2602,"75","Partly Cloudy","5 mph, Varies","14,386","6:41 PM","3:12","2022/05/24/chnmlb-cinmlb-1","R","mlb","Ronald Roth","Att","F",104,"P"
"2022-05-24",661978,"Tropicana Field",12,"72","Dome","0 mph, None","9,006","6:40 PM","2:26","2022/05/24/miamlb-tbamlb-1","R","mlb","Jay D'Abramo","Att","F",103,"P"
"2022-05-24",662536,"Nationals Park",3309,"62","Cloudy","9 mph, In From RF","22,418","7:06 PM","3:19","2022/05/24/lanmlb-wasmlb-1","R","mlb","Mark Jacobson","Att","F",104,"P"
"2022-05-24",661285,"Yankee Stadium",3313,"65","Cloudy","7 mph, R To L","32,289","7:09 PM","3:36","2022/05/24/balmlb-nyamlb-1","R","mlb","Howie Karpin","Att","F",103,"P"
"2022-05-24",661543,"Truist Park",4705,"82","Partly Cloudy","6 mph, L To R","32,274","7:21 PM","3:58","2022/05/24/phimlb-atlmlb-1","R","mlb","Mike Stamus","Att","F",104,"P"
"2022-05-24",661699,"Target Field",3312,"67","Overcast","10 mph, Out To RF","17,882","6:42 PM","2:53","2022/05/24/detmlb-minmlb-1","R","mlb","Sarah Johnson","Att","F",103,"P"
"2022-05-24",661998,"Busch Stadium",2889,"73","Overcast","11 mph, R To L","33,797","6:47 PM","3:30","2022/05/24/tormlb-slnmlb-1","R","mlb","Mike Smith","Att","F",104,"P"
"2022-05-24",662846,"Minute Maid Park",2392,"73","Roof Closed","0 mph, None","26,621","7:11 PM","2:45","2022/05/24/clemlb-houmlb-1","R","mlb","Dave Fanucchi","Att","F",103,"P"
"2022-05-24",661488,"Guaranteed Rate Field",4,"58","Partly Cloudy","18 mph, L To R","21,835","7:10 PM","3:41","2022/05/24/bosmlb-chamlb-1","R","mlb","Randy Liss","Att","F",103,"P"
"2022-05-24",663381,"Angel Stadium",1,"70","Clear","11 mph, R To L","23,791","6:39 PM","2:30","2022/05/24/texmlb-anamlb-1","R","mlb","Ed Munson","Att","F",103,"P"
"2022-05-24",663339,"Chase Field",15,"98","Clear","16 mph, L To R","12,616","6:41 PM","3:09","2022/05/24/kcamlb-arimlb-1","R","mlb","Gary Rausch","Att","F",104,"P"
"2022-05-24",662134,"T-Mobile Park",680,"58","Roof Closed","0 mph, Calm","14,797","6:40 PM","3:25","2022/05/24/oakmlb-seamlb-1","R","mlb","Dan Peterson","Att","F",103,"P"
"2022-05-24",662229,"Petco Park",2680,"62","Partly Cloudy","7 mph, L To R","39,834","6:41 PM","3:14","2022/05/24/milmlb-sdnmlb-1","R","mlb","Brittany Womack","Att","F",104,"P"
"2022-05-24",662074,"Oracle Park",2395,"74","Partly Cloudy","14 mph, Out To CF","27,683","6:45 PM","3:50","2022/05/24/nynmlb-sfnmlb-1","R","mlb","Michael Duca","Att","F",104,"P"
"2022-05-25",662453,"PNC Park",31,"70","Sunny","11 mph, In From CF","10,014","12:36 PM","3:20","2022/05/25/colmlb-pitmlb-1","R","mlb","Bob Webb","Att","F",104,"P"
"2022-05-25",661772,"Target Field",3312,"50","Drizzle","14 mph, Out To CF","20,375","1:04 PM","3:45 (:56 delay)","2022/05/25/detmlb-minmlb-1","R","mlb","Kyle Traynor","Att","F",103,"P"
"2022-05-25",662093,"Oracle Park",2395,"71","Partly Cloudy","14 mph, Out To RF","27,432","12:45 PM","2:44","2022/05/25/nynmlb-sfnmlb-1","R","mlb","Jim Young","Att","F",104,"P"
"2022-05-25",662527,"Nationals Park",3309,"70","Partly Cloudy","9 mph, In From RF","23,341","4:06 PM","2:53","2022/05/25/lanmlb-wasmlb-1","R","mlb","Dennis Hetrick","Att","F",104,"P"
"2022-05-25",662133,"T-Mobile Park",680,"62","Partly Cloudy","1 mph, Out To CF","15,856","1:10 PM","3:10","2022/05/25/oakmlb-seamlb-1","R","mlb","Eric Radovich","Att","F",103,"P"
"2022-05-25",662228,"Petco Park",2680,"64","Cloudy","6 mph, L To R","27,831","1:10 PM","3:05","2022/05/25/milmlb-sdnmlb-1","R","mlb","Dave Matheson","Att","F",104,"P"
"2022-05-25",663082,"Great American Ball Park",2602,"82","Cloudy","11 mph, In From CF","11,417","6:41 PM","3:04","2022/05/25/chnmlb-cinmlb-1","R","mlb","Ronald Roth","Att","F",104,"P"
"2022-05-25",662052,"Tropicana Field",12,"72","Dome","0 mph, None","7,520","6:40 PM","3:05","2022/05/25/miamlb-tbamlb-1","R","mlb","Jay D'Abramo","Att","F",103,"P"
"2022-05-25",661286,"Yankee Stadium",3313,"63","Clear","9 mph, In From RF","39,154","7:09 PM","3:07","2022/05/25/balmlb-nyamlb-1","R","mlb","Howie Karpin","Att","F",103,"P"
"2022-05-25",661542,"Truist Park",4705,"70","Overcast","6 mph, L To R","29,339","7:21 PM","3:30","2022/05/25/phimlb-atlmlb-1","R","mlb","Guy Curtright","Att","F",104,"P"
"2022-05-25",662845,"Minute Maid Park",2392,"73","Roof Closed","0 mph, None","25,412","7:10 PM","3:00","2022/05/25/clemlb-houmlb-1","R","mlb","Trey Wilkinson","Att","F",103,"P"
"2022-05-25",661487,"Guaranteed Rate Field",4,"71","Overcast","4 mph, In From RF","21,075","7:40 PM","2:58 (:30 delay)","2022/05/25/bosmlb-chamlb-1","R","mlb","John Jackson","Att","F",103,"P"
"2022-05-25",663446,"Angel Stadium",1,"70","Clear","9 mph, R To L","22,950","6:40 PM","2:49","2022/05/25/texmlb-anamlb-1","R","mlb","Ed Munson","Att","F",103,"P"
"2022-05-26",663081,"Great American Ball Park",2602,"72","Overcast","10 mph, In From CF","13,578","12:37 PM","3:10 (:59 delay)","2022/05/26/chnmlb-cinmlb-1","R","mlb","Ronald Roth","Att","F",104,"P"
"2022-05-26",662051,"Tropicana Field",12,"72","Dome","0 mph, None","14,610","6:40 PM","2:49","2022/05/26/nyamlb-tbamlb-1","R","mlb","Bill Mathews","Att","F",103,"P"
"2022-05-26",662515,"Nationals Park",3309,"71","Overcast","7 mph, Out To LF","16,264","7:05 PM","2:40","2022/05/26/colmlb-wasmlb-1","R","mlb","Mark Jacobson","Att","F",104,"P"
"2022-05-26",662842,"Comerica Park",2394,"70","Overcast","8 mph, In From RF","12,764","7:10 PM","2:52","2022/05/26/clemlb-detmlb-1","R","mlb","Adam Liberman","Att","F",103,"P"
"2022-05-26",661574,"Truist Park",4705,"69","Overcast","0 mph, None","33,188","7:21 PM","2:43","2022/05/26/phimlb-atlmlb-1","R","mlb","Guy Curtright","Att","F",104,"P"
"2022-05-26",661771,"Target Field",3312,"61","Cloudy","9 mph, In From LF","17,657","6:40 PM","3:05","2022/05/26/kcamlb-minmlb-1","R","mlb","Sarah Johnson","Att","F",103,"P"
"2022-05-26",661997,"Busch Stadium",2889,"64","Overcast","5 mph, R To L","35,107","6:46 PM","3:21","2022/05/26/milmlb-slnmlb-1","R","mlb","Jonathan Webb","Att","F",104,"P"
"2022-05-26",661486,"Guaranteed Rate Field",4,"74","Partly Cloudy","7 mph, Out To LF","24,896","7:10 PM","4:02","2022/05/26/bosmlb-chamlb-1","R","mlb","Bill Seiple","Att","F",103,"P"
"2022-05-26",663445,"Angel Stadium",1,"68","Clear","10 mph, Out To CF","28,228","6:40 PM","2:56","2022/05/26/tormlb-anamlb-1","R","mlb","Chris Johnson","Att","F",103,"P"
"2022-05-26",663338,"Chase Field",15,"72","Roof Closed","0 mph, None","17,057","6:40 PM","3:21","2022/05/26/lanmlb-arimlb-1","R","mlb","Jason Johnson","Att","F",104,"P"
"2022-05-26",662376,"Oakland Coliseum",10,"62","Partly Cloudy","11 mph, Out To RF","3,203","6:41 PM","2:44","2022/05/26/texmlb-oakmlb-1","R","mlb","Chris Thoms","Att","F",103,"P"
"2022-05-27",663080,"Great American Ball Park",2602,"62","Cloudy","9 mph, Varies","19,000","8:48 PM","3:16 (2:08 delay)","2022/05/27/sfnmlb-cinmlb-1","R","mlb","Ronald Roth","Att","F",104,"P"
"2022-05-27",663276,"Fenway Park",3,"75","Cloudy","15 mph, Out To LF","29,251","7:14 PM","3:38","2022/05/27/balmlb-bosmlb-1","R","mlb","Bob Ellis","Att","F",103,"P"
"2022-05-27",662543,"Citi Field",3289,"67","Overcast","3 mph, Out To RF","30,175","7:11 PM","3:41","2022/05/27/phimlb-nynmlb-1","R","mlb","Jordan Sprechman","Att","F",104,"P"
"2022-05-27",661960,"Tropicana Field",12,"72","Dome","0 mph, None","19,018","7:10 PM","2:23","2022/05/27/nyamlb-tbamlb-1","R","mlb","Bill Mathews","Att","F",103,"P"
"2022-05-27",661539,"Truist Park",4705,"78","Partly Cloudy","11 mph, Out To LF","40,064","7:21 PM","3:02","2022/05/27/miamlb-atlmlb-1","R","mlb","Richard Musterer","Att","F",104,"P"
"2022-05-27",661777,"Target Field",3312,"77","Partly Cloudy","7 mph, R To L","21,841","7:10 PM","3:40","2022/05/27/kcamlb-minmlb-1","R","mlb","Stew Thornley","Att","F",103,"P"
"2022-05-27",661992,"Busch Stadium",2889,"67","Cloudy","10 mph, L To R","39,077","7:16 PM","2:54","2022/05/27/milmlb-slnmlb-1","R","mlb","Mike Smith","Att","F",104,"P"
"2022-05-27",663444,"Angel Stadium",1,"68","Clear","6 mph, Out To RF","44,641","6:39 PM","3:05","2022/05/27/tormlb-anamlb-1","R","mlb","Chris Johnson","Att","F",103,"P"
"2022-05-27",663347,"Chase Field",15,"100","Partly Cloudy","13 mph, L To R","24,865","6:40 PM","3:11","2022/05/27/lanmlb-arimlb-1","R","mlb","Gary Rausch","Att","F",104,"P"
"2022-05-27",662281,"Petco Park",2680,"65","Partly Cloudy","8 mph, L To R","41,898","6:42 PM","2:56","2022/05/27/pitmlb-sdnmlb-1","R","mlb","Dave Matheson","Att","F",104,"P"
"2022-05-27",662132,"T-Mobile Park",680,"58","Partly Cloudy","1 mph, R To L","26,017","6:41 PM","2:45","2022/05/27/houmlb-seamlb-1","R","mlb","Darin Padur","Att","F",103,"P"
"2022-05-27",662369,"Oakland Coliseum",10,"61","Cloudy","14 mph, Out To RF","5,010","6:40 PM","2:54","2022/05/27/texmlb-oakmlb-1","R","mlb","Chris Thoms","Att","F",103,"P"
"2022-05-28",662514,"Nationals Park",3309,"73","Partly Cloudy","9 mph, L To R","20,294","12:04 PM","3:37","2022/05/28/colmlb-wasmlb-1","R","mlb","Jason Lee","Att","F",104,"P"
"2022-07-04",662841,"Comerica Park",2394,"86","Partly Cloudy","10 mph, R To L","24,395","6:40 PM","2:55","2022/07/04/clemlb-detmlb-2","R","mlb","Chuck Klonke","Att","F",103,"P"
"2022-05-28",662514,"Nationals Park",3309,"73","Partly Cloudy","9 mph, L To R","20,294","12:04 PM","3:37","2022/05/28/colmlb-wasmlb-1","R","mlb","Jason Lee","Att","F",104,"P"
"2022-05-28",662513,"Nationals Park",3309,"74","Partly Cloudy","7 mph, L To R","26,535","6:06 PM","2:53","2022/05/28/colmlb-wasmlb-2","R","mlb","Jason Lee","Att","F",104,"P"
"2022-05-28",663257,"Fenway Park",3,"72","Cloudy","13 mph, Out To CF","26,912","12:11 PM","2:58","2022/05/28/balmlb-bosmlb-1","R","mlb","Bob Ellis","Att","F",103,"P"
"2022-05-28",663309,"Fenway Park",3,"70","Cloudy","8 mph, Out To RF","28,491","6:10 PM","3:09","2022/05/28/balmlb-bosmlb-2","R","mlb","Bob Ellis","Att","F",103,"P"
"2022-05-28",661774,"Target Field",3312,"79","Cloudy","19 mph, In From RF","22,249","1:11 PM","3:12","2022/05/28/kcamlb-minmlb-1","R","mlb","Kyle Traynor","Att","F",103,"P"
"2022-05-28",661991,"Busch Stadium",2889,"77","Sunny","7 mph, Out To LF","45,594","1:16 PM","2:45","2022/05/28/milmlb-slnmlb-1","R","mlb","Gary Mueller","Att","F",104,"P"
"2022-05-28",662375,"Oakland Coliseum",10,"65","Partly Cloudy","13 mph, Out To RF","6,502","1:08 PM","3:15","2022/05/28/texmlb-oakmlb-1","R","mlb","Chris Thoms","Att","F",103,"P"
"2022-05-28",662852,"Comerica Park",2394,"72","Sunny","5 mph, R To L","26,134","4:11 PM","2:50","2022/05/28/clemlb-detmlb-1","R","mlb","Ron Kleinfelter","Att","F",103,"P"
"2022-05-28",663118,"Great American Ball Park",2602,"73","Partly Cloudy","4 mph, Varies","26,655","4:11 PM","3:00","2022/05/28/sfnmlb-cinmlb-1","R","mlb","Bob Sherlock","Att","F",104,"P"
"2022-05-28",661537,"Truist Park",4705,"80","Partly Cloudy","8 mph, R To L","40,682","4:11 PM","2:48","2022/05/28/miamlb-atlmlb-1","R","mlb","Richard Musterer","Att","F",104,"P"
"2022-05-28",661933,"Tropicana Field",12,"72","Dome","0 mph, None","25,025","4:10 PM","2:47","2022/05/28/nyamlb-tbamlb-1","R","mlb","Bill Mathews","Att","F",103,"P"
"2022-05-28",663330,"Chase Field",15,"73","Roof Closed","0 mph, None","30,819","4:15 PM","3:12","2022/05/28/lanmlb-arimlb-1","R","mlb","Jack Magruder","Att","F",104,"P"
"2022-05-28",662556,"Citi Field",3289,"72","Clear","5 mph, Out To CF","37,455","7:16 PM","3:09","2022/05/28/phimlb-nynmlb-1","R","mlb","Jordan Sprechman","Att","F",104,"P"
"2022-05-28",661518,"Guaranteed Rate Field",4,"66","Partly Cloudy","10 mph, L To R","37,820","6:15 PM","3:03","2022/05/28/chnmlb-chamlb-1","R","mlb","Bill Seiple","Att","F",103,"P"
"2022-05-28",663400,"Angel Stadium",1,"64","Cloudy","8 mph, Out To CF","34,005","7:09 PM","3:45","2022/05/28/tormlb-anamlb-1","R","mlb","Ed Munson","Att","F",103,"P"
"2022-05-28",662280,"Petco Park",2680,"62","Overcast","9 mph, Out To RF","38,189","7:11 PM","3:43","2022/05/28/pitmlb-sdnmlb-1","R","mlb","Dave Matheson","Att","F",104,"P"
"2022-05-28",662131,"T-Mobile Park",680,"51","Roof Closed","2 mph, In From LF","24,007","7:10 PM","3:01","2022/05/28/houmlb-seamlb-1","R","mlb","Dan Peterson","Att","F",103,"P"
"2022-05-29",663072,"Great American Ball Park",2602,"75","Sunny","8 mph, In From RF","20,439","11:38 AM","3:10","2022/05/29/sfnmlb-cinmlb-1","R","mlb","Bob Sherlock","Att","F",104,"P"
"2022-05-29",663299,"Fenway Park",3,"71","Sunny","10 mph, R To L","35,715","1:36 PM","3:27","2022/05/29/balmlb-bosmlb-1","R","mlb","Bob Ellis","Att","F",103,"P"
"2022-05-29",662512,"Nationals Park",3309,"80","Cloudy","2 mph, R To L","25,225","1:36 PM","3:13","2022/05/29/colmlb-wasmlb-1","R","mlb","Dennis Hetrick","Att","F",104,"P"
"2022-05-29",661517,"Truist Park",4705,"83","Partly Cloudy","6 mph, L To R","39,669","1:35 PM","3:09","2022/05/29/miamlb-atlmlb-1","R","mlb","Richard Musterer","Att","F",104,"P"
